initial_position,initial_velocity,mass,time,location 
613,57,779,40,-4947.000000000001
2610,93,500,84,-24152.4
3592,84,185,11,3923.1
264,77,507,50,-8136.0
4221,15,548,71,-19414.9
650,42,630,9,631.0999999999999
4073,74,172,83,-23541.100000000006
628,11,527,63,-18127.100000000002
9920,73,191,2,10046.4
7436,83,145,5,7728.5
5507,21,229,75,-20480.500000000004
2389,43,384,19,1437.1
2374,70,21,5,2601.5
9119,7,439,33,4013.8999999999996
2546,27,120,65,-16401.5
3637,10,336,87,-32581.100000000006
2310,17,225,91,-36719.9
7803,36,30,76,-17763.4
2128,60,438,29,-252.90000000000055
1864,51,248,20,923.9999999999998
5209,20,610,71,-18071.9
2306,10,692,14,1485.6
7304,18,517,56,-7054.4000000000015
8083,34,750,11,7864.1
9668,83,618,21,9250.1
6890,24,794,13,6373.9
9950,48,723,67,-8830.100000000002
8202,14,170,30,4212.0
7031,60,798,28,4869.4
8233,75,366,66,-8161.4000000000015
8565,68,87,39,3764.0999999999995
1777,42,134,55,-10735.500000000002
9553,92,413,91,-22651.9
7139,10,461,77,-21143.100000000002
8795,54,40,38,3771.3999999999996
9714,23,865,41,2420.0999999999985
3237,58,76,57,-9377.1
424,39,214,46,-8150.4000000000015
289,55,521,97,-40480.100000000006
7608,56,511,84,-22262.4
403,3,991,53,-13202.1
1099,89,120,53,-7948.1
8341,61,268,45,1163.5
1887,42,352,20,766.9999999999998
7604,26,219,52,-4293.6
122,24,409,58,-14969.600000000002
8379,41,91,85,-23538.5
2086,78,732,90,-30584.0
9422,31,293,32,5396.4
1750,29,542,57,-12517.1
5876,48,640,86,-26236.4
6802,88,441,9,7197.1
1484,42,211,77,-24334.100000000002
7792,95,227,63,-5671.100000000002
8143,65,950,14,8092.6
5725,8,175,79,-24223.9
7724,46,481,49,-1786.9000000000015
5215,51,141,27,3019.8999999999996
9814,33,726,38,3992.3999999999996
5447,49,290,68,-13878.600000000002
1269,79,5,75,-20368.500000000004
3338,71,210,97,-35879.100000000006
5481,48,749,58,-8218.600000000002
4095,93,248,86,-24147.4
9696,33,443,81,-19779.9
8757,4,309,50,-3293.0
6529,27,475,47,-3026.1000000000004
3637,18,498,48,-6788.6
49,66,505,69,-18725.9
6824,93,966,20,6724.0
6207,53,526,95,-32980.5
3380,45,525,52,-7529.6
4361,90,523,26,3388.6
5572,33,624,55,-7435.500000000002
5395,1,809,30,1015.0
6156,78,72,59,-6298.9000000000015
3088,60,296,49,-5736.9000000000015
4532,35,246,48,-5077.6
1521,94,112,23,1090.8999999999996
9443,38,824,16,8796.6
6908,67,814,3,7064.9
697,49,607,27,-1552.1000000000004
502,94,225,97,-36484.100000000006
5545,5,260,99,-41984.9
7316,80,835,1,7391.1
3656,3,571,83,-29851.100000000006
2333,32,564,98,-41590.600000000006
9813,91,481,57,-920.1000000000004
4072,94,592,91,-27950.9
6777,79,295,64,-8237.400000000001
3989,30,406,19,2790.1
1814,73,329,14,1875.6
8036,52,291,36,3557.5999999999995
170,57,902,25,-1467.5
6429,71,503,82,-20696.600000000006
2831,33,460,86,-30571.4
3420,36,690,27,819.8999999999996
9930,58,113,2,10026.4
5277,56,235,96,-34505.4
5857,88,125,75,-15105.500000000004
4700,30,188,41,-2306.9000000000015
8473,76,533,26,7136.6
7176,27,943,67,-13011.100000000002
1908,28,981,63,-15776.100000000002
8548,72,354,15,8525.5
5190,17,695,97,-39265.100000000006
3093,43,351,21,1835.1
2930,60,485,83,-25846.100000000006
7515,81,170,51,-1098.9000000000015
5832,59,186,9,5966.1
2418,31,813,71,-20081.9
4765,15,72,43,-3650.1000000000004
2627,53,962,11,2617.1
1226,58,74,1,1279.1
9410,63,399,91,-25433.9
155,57,850,2,249.4
4111,31,848,13,3685.9
8352,34,752,58,-6159.600000000002
1474,5,804,7,1268.9
2555,64,620,52,-7366.6
8711,45,509,44,1204.5999999999985
6695,37,967,68,-13446.600000000002
4586,2,651,71,-19972.9
2690,3,225,98,-44075.600000000006
9543,6,893,64,-10143.400000000001
9638,22,65,38,3398.3999999999996
2584,25,609,77,-24543.100000000002
1904,33,573,39,-4261.900000000001
3671,76,433,2,3803.4
2243,3,14,34,-3319.4000000000005
7384,69,570,72,-13049.600000000002
9114,31,930,26,6607.6
7314,15,253,96,-36404.4
8748,87,798,92,-24721.600000000006
8593,31,855,19,7413.1
5137,39,184,4,5214.6
8782,9,129,38,2048.3999999999996
7545,42,143,28,4879.4
4169,32,230,72,-18928.600000000002
7009,1,75,46,-3313.4000000000015
2762,64,312,93,-33666.100000000006
385,17,58,41,-7154.9000000000015
2032,10,529,76,-25510.4
5576,6,505,73,-20098.100000000002
3858,24,585,46,-5406.4000000000015
5685,84,887,18,5609.4
1898,85,136,22,1396.3999999999996
5801,53,301,40,80.99999999999909
4736,23,228,54,-8310.400000000001
7826,11,167,92,-32635.600000000006
3369,44,623,58,-10562.600000000002
6540,5,350,83,-26801.100000000006
576,96,425,22,316.39999999999964
985,52,456,14,752.5999999999999
3684,35,318,31,60.099999999999454
7584,36,520,5,7641.5
9991,47,130,19,9115.1
5435,31,968,29,2213.0999999999995
7060,41,931,81,-21767.9
8276,53,46,92,-28321.600000000006
8499,7,522,18,7037.4
4517,3,897,63,-14742.100000000002
7857,4,598,40,176.9999999999991
8499,46,797,37,3492.8999999999996
7339,32,59,69,-13781.900000000001
1147,45,146,9,1155.1
9888,20,124,39,3215.0999999999995
5788,27,306,96,-36778.4
7449,78,506,14,7580.6
7800,30,727,77,-18942.100000000002
2534,48,428,60,-12226.0
513,60,945,11,580.0999999999999
3599,4,319,3,3566.9
4832,35,682,87,-29211.100000000006
8922,52,918,92,-27767.600000000006
5374,68,944,68,-12659.600000000002
1381,55,419,20,520.9999999999998
5115,46,466,70,-15675.0
2745,96,975,23,2360.8999999999996
5512,94,599,5,5859.5
7830,75,856,71,-11545.900000000001
3435,30,667,34,-1209.4000000000005
2814,83,258,38,-1107.6000000000004
6661,48,14,51,-3635.9000000000015
532,58,844,38,-4339.6
8562,72,796,71,-11026.900000000001
2747,96,319,79,-20249.9
5457,21,363,93,-34970.100000000006
701,28,123,4,734.6
527,9,235,45,-8990.5
1863,63,262,86,-28959.4
1205,80,325,47,-5859.1
5191,34,598,31,1536.0999999999995
3313,71,114,89,-29180.9
2712,10,355,41,-5114.9000000000015
9760,25,473,8,9646.4
6366,40,269,63,-10562.100000000002
1980,93,880,40,-2140.000000000001
9768,78,95,29,7909.099999999999
1310,65,665,16,1095.6
5816,10,817,62,-12399.600000000002
841,78,128,29,-1017.9000000000005
480,56,480,95,-38422.5
6865,44,789,15,6422.5
910,9,828,70,-22470.0
2729,46,947,41,-3621.9000000000015
3522,39,634,69,-17115.9
1878,56,707,27,-182.10000000000036
4305,10,973,86,-31075.4
8073,21,797,65,-11264.5
3986,68,737,60,-9574.0
8209,85,957,6,8542.6
4035,57,604,66,-13547.400000000001
5336,47,325,82,-23757.600000000006
5831,15,479,97,-38818.100000000006
3515,1,418,50,-8685.0
5704,81,599,30,3724.0
3579,44,343,37,-1501.1000000000004
7203,15,315,77,-20694.100000000002
1870,93,782,69,-15041.900000000001
3647,16,422,83,-28781.100000000006
391,50,2,11,348.0999999999999
4979,82,362,53,-4439.1
1670,74,351,66,-14790.400000000001
4771,4,547,79,-25493.9
4122,73,904,33,1194.8999999999996
4018,37,151,34,-388.40000000000055
1677,23,836,30,-2043.0
5560,43,344,23,3956.8999999999996
741,5,801,89,-37626.9
2043,3,793,10,1583.0
8933,91,202,43,3785.8999999999996
9537,32,294,64,-8485.400000000001
2358,16,301,58,-13197.600000000002
1228,91,17,12,1614.4
7733,78,83,68,-9620.600000000002
3485,66,242,67,-14089.100000000002
4542,53,568,57,-8357.1
9924,80,176,70,-8486.0
1629,54,419,70,-18601.0
9160,70,252,67,-8146.100000000002
5363,12,874,21,3454.1
7861,47,958,2,7935.4
8027,29,446,80,-21013.000000000004
9993,14,650,69,-12369.900000000001
7236,76,446,50,-1214.0
2067,28,840,79,-26301.9
9375,64,459,97,-30521.100000000006
7486,55,834,62,-7939.600000000002
1244,33,699,86,-32158.4
3737,57,371,67,-14440.100000000002
807,28,994,11,522.0999999999999
1125,81,27,73,-19074.100000000002
1800,74,990,11,2021.1
2967,84,608,5,3264.5
1361,57,931,66,-16221.400000000001
2617,68,439,36,-1285.4000000000005
883,41,416,48,-8438.6
4199,11,47,17,2969.8999999999996
5692,39,534,26,3393.6
5510,27,980,29,2172.0999999999995
4398,19,611,96,-38936.4
3444,93,189,93,-30287.100000000006
6815,95,354,31,5051.099999999999
3899,45,617,75,-20288.500000000004
5963,33,789,17,5107.9
2247,48,778,28,-250.60000000000036
3293,83,339,68,-13720.600000000002
5611,9,190,89,-32400.9
7529,57,203,30,4829.0
4825,90,980,1,4910.1
1541,46,599,4,1646.6
9096,96,160,36,6201.599999999999
6505,97,205,51,-1292.9000000000015
5936,75,372,69,-12217.900000000001
5621,10,442,71,-18369.9
4760,89,709,54,-4722.4000000000015
2266,45,439,95,-37681.5
9377,90,556,34,6772.599999999999
4711,63,554,1,4769.1
9014,11,327,84,-24636.4
7223,14,558,28,3773.3999999999996
5361,42,706,71,-16357.900000000001
7376,7,197,67,-14151.100000000002
2008,47,405,84,-28618.4
3246,50,244,78,-22665.600000000002
6044,98,13,44,869.5999999999985
7705,10,149,48,-3104.6000000000004
4947,56,315,63,-10973.100000000002
4383,18,846,97,-39975.100000000006
214,81,897,91,-32991.9
4664,26,846,31,761.0999999999995
3226,65,415,82,-24391.600000000006
4764,11,257,37,-1537.1000000000004
5765,99,336,87,-22710.100000000006
639,28,600,91,-37389.9
4280,72,789,65,-11742.5
740,28,699,69,-20656.9
798,35,398,77,-25559.100000000002
6525,32,450,44,-1553.4000000000015
3650,69,5,25,2312.5
7070,7,346,32,2276.3999999999996
1737,91,946,45,-4090.5
5806,66,758,60,-7874.0
1181,53,265,10,1221.0
801,6,732,88,-36616.600000000006
6563,12,220,18,5191.4
3992,95,27,61,-8445.900000000001
3222,65,589,61,-11045.900000000001
5164,59,703,59,-8411.900000000001
5871,33,944,48,-3834.6000000000004
2911,78,738,76,-19463.4
6834,37,540,86,-26224.4
2947,15,448,73,-22070.100000000002
5321,80,697,44,-645.4000000000015
540,41,321,78,-26073.600000000002
1451,91,334,89,-29262.9
7348,70,716,35,3795.5
3750,55,821,52,-6639.6
8478,48,407,86,-23634.4
9507,67,579,46,2220.5999999999985
9671,96,53,55,128.49999999999818
8400,54,277,20,7520.0
8075,5,199,4,8016.6
4622,33,498,12,4312.4
6464,58,305,22,5368.4
8033,92,584,7,8436.9
3576,13,931,58,-12153.600000000002
4791,12,723,28,1285.3999999999996
5056,92,529,24,4441.6
5794,52,101,52,-4751.6
8563,59,500,30,5923.0
3371,94,757,19,3388.1
729,31,99,76,-25217.4
7791,26,145,22,5991.4
1513,59,172,33,-1876.1000000000004
2591,46,862,7,2672.9
4574,66,193,50,-4376.0
6963,83,213,10,7303.0
6008,92,350,87,-23076.100000000006
4388,62,963,78,-20587.600000000002
6656,22,264,60,-9664.0
3943,55,923,71,-16852.9
6797,83,261,64,-7961.4000000000015
7517,67,705,59,-5586.9000000000015
5715,10,331,17,4468.9
7671,19,288,10,7371.0
980,40,326,1,1015.1
5848,8,605,86,-29704.4
2803,43,190,71,-18844.9
8225,20,714,58,-7098.600000000002
3912,94,533,46,-2132.4000000000015
5449,41,335,7,5495.9
4675,56,230,80,-22205.000000000004
228,10,442,19,-1350.9
1997,68,860,60,-11563.0
6446,85,866,99,-33163.9
8223,69,501,6,8460.6
5627,28,545,27,2810.8999999999996
6455,81,571,74,-14383.400000000001
4724,54,704,40,-956.0000000000009
2183,97,39,20,2163.0
9608,80,809,14,9767.6
1933,95,122,96,-34105.4
1524,70,769,43,-4526.1
6165,26,422,47,-3437.1000000000004
6236,87,944,71,-12287.900000000001
2770,36,186,33,-1378.1000000000004
7437,46,963,86,-24847.4
1428,78,926,15,1495.5
5280,42,37,70,-15790.0
3319,87,259,1,3401.1
5859,54,74,15,5566.5
6496,45,754,81,-22007.9
9764,92,112,35,6981.5
2865,23,135,34,-2017.4000000000005
5832,9,89,58,-10129.600000000002
8334,45,938,54,-3524.4000000000015
9027,4,154,79,-21237.9
9929,68,950,77,-13887.100000000002
8720,1,111,29,4628.099999999999
9633,47,739,30,6633.0
8969,85,377,51,559.0999999999985
3043,93,279,35,295.5
7909,26,504,89,-28589.9
4378,5,159,48,-6671.6
5512,57,413,10,5592.0
2,30,85,84,-32052.4
7127,52,934,51,-2965.9000000000015
3881,74,335,77,-19473.100000000002
9952,48,599,97,-31496.100000000006
9083,97,782,79,-13834.900000000001
1297,86,965,41,-3413.9000000000015
6673,24,614,69,-14999.900000000001
9359,68,964,17,9098.9
4573,15,8,34,-581.4000000000005
1443,14,897,73,-23647.100000000002
4427,77,790,86,-25191.4
1943,94,557,94,-32517.4
6363,34,181,55,-6589.500000000002
8809,21,321,12,8355.4
6158,1,649,5,6040.5
8094,16,357,94,-33698.4
5819,76,584,28,4105.4
2652,53,158,73,-19591.100000000002
9294,3,896,36,3051.5999999999995
4357,11,165,67,-16902.100000000002
2013,60,532,76,-21729.4
992,66,135,96,-37830.4
1045,2,605,37,-5589.1
3287,23,842,4,3300.6
6693,83,341,80,-18027.000000000004
5219,27,745,56,-8635.400000000001
144,54,580,95,-38948.5
3562,37,551,85,-28695.5
9824,64,836,18,9388.4
1094,97,583,26,303.5999999999999
2641,94,162,40,-1439.000000000001
6291,48,404,95,-33371.5
1349,52,340,74,-21635.4
7102,12,363,81,-24074.9
9724,31,70,82,-20681.600000000006
4322,96,392,9,4789.1
605,85,725,67,-15696.100000000002
5768,73,503,80,-19752.000000000004
7742,94,465,43,2723.8999999999996
7493,74,840,90,-25537.0
3420,85,771,4,3681.6
4666,52,985,29,2053.0999999999995
9047,52,357,28,6661.4
1648,38,687,12,1398.4
636,23,562,12,206.39999999999998
8365,47,27,17,7747.9
9135,21,936,90,-28665.0
8962,86,251,28,7528.4
2726,22,671,7,2639.9
1004,87,680,3,1220.9
6407,81,88,72,-13162.600000000002
9555,90,303,62,-3700.600000000002
6983,97,692,4,7292.6
472,88,708,38,-3259.6000000000004
8298,4,952,71,-16118.900000000001
736,44,198,90,-34994.0
8154,66,137,34,4733.599999999999
4222,7,291,93,-37507.100000000006
5848,57,693,66,-11734.400000000001
1000,76,147,39,-3488.9000000000005
9825,1,34,92,-31556.600000000006
9985,38,934,6,10036.6
276,57,22,14,113.59999999999991
3478,54,540,5,3625.5
660,52,263,71,-20348.9
7177,24,471,92,-32088.600000000006
2235,99,903,30,795.0
7368,93,860,32,5326.4
4297,61,597,89,-29086.9
3339,76,449,28,1625.3999999999996
9724,97,212,38,6334.4
9572,28,683,93,-30204.100000000006
7413,24,541,48,-2724.6000000000004
4677,96,904,90,-26373.0
1904,22,136,65,-17368.5
8311,41,4,69,-12188.900000000001
8367,32,382,41,1442.0999999999985
6337,67,562,15,6239.5
3069,59,344,75,-20068.500000000004
9828,26,298,43,1885.8999999999996
2488,71,44,28,634.3999999999996
7702,62,776,23,6535.9
2941,91,958,72,-15908.600000000002
5150,1,281,23,2580.8999999999996
714,68,109,55,-10368.500000000002
7809,47,608,67,-11038.100000000002
343,38,157,46,-8277.400000000001
664,14,122,62,-17303.600000000002
5844,84,272,15,6001.5
6465,83,429,28,4947.4
9390,78,130,11,9655.1
7928,69,934,1,7992.1
9747,6,641,58,-6388.600000000002
6244,75,70,91,-27507.9
4325,1,703,39,-3088.9000000000005
9992,10,246,30,5882.0
33,44,588,29,-2811.9000000000005
7362,62,910,53,-3116.1000000000004
8038,21,361,39,1404.0999999999995
2974,55,419,10,3034.0
196,68,424,26,-1348.4
9737,46,744,91,-26653.9
7073,28,379,88,-28408.600000000006
5516,56,648,22,4376.4
7093,32,701,78,-20222.600000000002
4670,79,162,48,-2827.6000000000004
7147,32,406,43,-537.1000000000004
8038,26,521,21,6423.1
9968,60,502,21,9067.1
7729,47,327,14,7426.6
2261,59,944,99,-39922.9
7767,86,969,35,4774.5
3358,31,85,57,-10795.1
8440,6,121,9,8097.1
3596,29,931,74,-21090.4
6378,12,584,4,6347.6
677,95,985,46,-5321.4000000000015
1409,83,224,78,-21928.600000000002
9007,91,546,65,-5780.5
3784,75,184,40,-1056.000000000001
6092,29,596,27,3302.8999999999996
7587,70,647,44,1180.5999999999985
2359,85,329,22,1857.3999999999996
6051,71,329,14,6084.6
1439,35,120,89,-34258.9
7462,19,995,38,1108.3999999999996
2036,35,376,52,-9393.6
8715,29,511,19,7497.1
6764,94,857,68,-9501.600000000002
4478,1,97,25,1440.5
3635,49,648,56,-8987.400000000001
3938,53,108,70,-16362.0
302,29,312,84,-31836.4
6243,1,594,3,6201.9
2733,34,596,78,-24426.600000000002
7313,74,22,99,-33385.9
9130,36,224,2,9182.4
5363,87,328,45,-644.5
9836,99,364,91,-21731.9
6147,52,61,29,3534.0999999999995
9356,15,453,30,5396.0
8127,77,234,14,8244.6
4462,16,974,73,-20482.100000000002
243,97,518,3,489.9
5247,40,659,42,-1716.6000000000004
1596,36,924,69,-19248.9
8485,55,684,21,7479.1
7229,70,673,51,-1945.9000000000015
4377,44,932,76,-20581.4
8876,33,258,42,1618.3999999999996
6452,1,223,67,-15477.100000000002
4155,97,252,99,-34266.9
3302,48,94,38,-1949.6000000000004
5431,71,336,85,-23936.5
6148,92,944,67,-9684.100000000002
6718,79,778,59,-5677.9000000000015
1477,40,184,97,-40747.100000000006
1939,84,919,7,2286.9
5479,55,7,65,-11648.5
3009,38,37,88,-31592.600000000006
3664,67,717,30,1264.0
4508,86,891,44,-1194.4000000000015
8997,96,406,54,-107.40000000000146
5363,87,40,69,-11962.900000000001
4978,27,255,6,4963.6
8569,67,854,72,-12008.600000000002
424,7,560,12,-197.60000000000002
3911,48,188,75,-20051.500000000004
7633,52,14,15,7310.5
2522,49,695,29,-177.90000000000055
5366,78,775,56,-5632.4000000000015
5909,75,318,18,5671.4
4818,5,500,43,-4027.1000000000004
3006,13,922,81,-28089.9
9596,33,272,54,-2910.4000000000015
4431,93,593,85,-23066.5
1789,99,696,81,-22340.9
7116,21,480,10,6836.0
7053,43,277,74,-16597.4
8552,38,867,95,-32060.5
5427,18,914,37,-615.1000000000004
9478,18,59,72,-14627.600000000002
5688,82,52,21,5249.1
2568,70,731,81,-23910.9
6117,18,34,18,4853.4
7725,43,894,48,-1500.6000000000004
5721,36,264,62,-10882.600000000002
1802,78,264,79,-22616.9
5944,41,915,59,-8693.900000000001
3633,94,240,52,-4728.6
7669,46,172,14,7352.6
5505,13,116,91,-33888.9
2993,85,8,51,-5416.9000000000015
2674,22,728,87,-32500.100000000006
4275,92,116,50,-3375.0
5692,37,171,17,4904.9
7912,34,210,36,2785.5999999999995
4062,51,92,51,-6081.9000000000015
272,25,448,46,-8946.400000000001
8797,69,755,55,-2230.500000000002
4157,17,64,59,-11896.900000000001
1740,92,938,7,2143.9
1525,84,924,63,-12631.100000000002
5499,53,691,81,-22356.9
3514,18,416,16,2547.6
9518,83,378,43,4026.8999999999996
3948,30,67,22,2236.3999999999996
2314,53,579,67,-16131.100000000002
5475,60,117,28,3313.3999999999996
5009,15,302,30,1049.0
4393,67,110,38,-136.60000000000036
2869,46,609,86,-29415.4
6325,8,766,49,-5047.9000000000015
5790,50,675,30,2880.0
2592,66,754,38,-1975.6000000000004
2721,99,460,52,-5380.6
2535,94,785,33,300.89999999999964
5261,75,385,1,5331.1
8368,79,608,56,-2574.4000000000015
6010,71,130,75,-16227.500000000004
176,12,170,24,-2358.4
1572,73,685,9,1832.1
1980,6,38,48,-9021.6
732,83,722,42,-4425.6
7131,65,538,87,-24302.100000000006
7535,30,257,10,7345.0
3531,12,935,84,-30035.4
3158,82,405,71,-15720.900000000001
8505,17,74,30,4605.0
2941,2,304,37,-3693.1000000000004
5562,60,131,81,-21726.9
9700,2,673,49,-1966.9000000000015
2079,63,521,81,-24966.9
9829,81,622,43,4251.9
6829,19,326,88,-29444.600000000006
5918,40,70,30,2708.0
